PromedionaSueldos;target;No_Radicacion;FechaCreacion;Id_Tramite;Tramite;id_TipoLiquidacion;TipoLiquidacion;Id_Instancia;Instancia;TiemposPublicos;Id_TipoDoc;Documento;CodigoDane;Id_TipoDeSolicitante;TipoDeSolicitante;Id_Origen;Origen;Id_proceso_Entrada;proceso_Entrada;Id_Oficina;Oficina
14,9;MANUAL;2018_7394222_9;43277;14;Pensiónnadenavejeznatiemposnaprivados;2;Reliquidacion;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;8001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
12,6;MANUAL;2018_7695848_9;43284;10;Pensiónnadenasobrevivientes;2;Reliquidacion;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5001;12;BeneficiarionaTiemposnaPrivadosnaCónyugenaonaCompañeranaPermanente;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
22,4;MANUAL;2018_7753595_10;43285;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76520;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
20,8;MANUAL;2018_7784169_9;43286;10;Pensiónnadenasobrevivientes;2;Reliquidacion;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5001;12;BeneficiarionaTiemposnaPrivadosnaCónyugenaonaCompañeranaPermanente;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
15;MANUAL;2018_7924755_9;43290;12;Pensiónnadenavejeznacompartida;2;Reliquidacion;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5001;3;Afiliadonatiemposnaprivados;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
17,4;MANUAL;2018_8025901_10;43291;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
12;MANUAL;2018_817876_10;43124;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;8001;1;Afiliado;3;RadicacionnaManual;;;;
16,6;MANUAL;2018_8275235_9;43297;12;Pensiónnadenavejeznacompartida;2;Reliquidacion;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5001;34;Empleadornaprivado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
20;MANUAL;2018_8332297_9;43298;12;Pensiónnadenavejeznacompartida;2;Reliquidacion;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;13001;3;Afiliadonatiemposnaprivados;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
10,9;MANUAL;2018_8432278_9;43299;14;Pensiónnadenavejeznatiemposnaprivados;2;Reliquidacion;8;RecursonadenaReposición;0;1;Cédulanadenaciudadanía;20001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
18,4;MANUAL;2018_8452613_9;43299;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;63001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
19;MANUAL;2018_8492864_9;43300;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;8;RecursonadenaReposición;0;1;Cédulanadenaciudadanía;76520;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
14,6;MANUAL;2018_9013059_10;43311;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5266;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
15,3;MANUAL;2018_9202327_10;43313;10;Pensiónnadenasobrevivientes;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5001;12;BeneficiarionaTiemposnaPrivadosnaCónyugenaonaCompañeranaPermanente;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
20,9;MANUAL;2018_9396093_10;43315;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
4;MANUAL;2018_9568629_10;43320;8;Pensiónnadenainvalidez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76306;3;Afiliadonatiemposnaprivados;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
7,02;MANUAL;2018_9644547_10;43321;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
17,9;MANUAL;2018_9719172_10;43322;8;Pensiónnadenainvalidez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76001;7;Apoderadonaafiliadonatiemposnaprivados;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
11,5;MANUAL;20181044998_5;43264;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;;;2;Reproceso;3;GestionnaRepresanaReconocimiento;74;REPRESA
13,5;MANUAL;201814959420 _5;43172;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76001;;;2;Reproceso;3;GestionnaRepresanaReconocimiento;74;REPRESA
15,7;MANUAL;201819410311_5;43237;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5001;;;2;Reproceso;3;GestionnaRepresanaReconocimiento;74;REPRESA
20,5;MANUAL;201819460326_5;43237;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;47001;;;2;Reproceso;3;GestionnaRepresanaReconocimiento;74;REPRESA
25;MANUAL;201819500605_5;43237;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5001;;;2;Reproceso;3;GestionnaRepresanaReconocimiento;74;REPRESA
18;MANUAL;201819550112_5;43237;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;68001;;;2;Reproceso;3;GestionnaRepresanaReconocimiento;74;REPRESA
12,6;MANUAL;201820091711_5;43144;10;Pensiónnadenasobrevivientes;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;;;2;Reproceso;;;;
22,4;MANUAL;20183025537_5;43214;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;;;2;Reproceso;3;GestionnaRepresanaReconocimiento;74;REPRESA
15,6;MANUAL;2019_10155224_10;43675;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
15;MANUAL;2019_10284681_10;43677;1;Auxiliosnafunerarios;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;47189;18;Terceronaautorizado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
19,9;MANUAL;2019_10378239_10;43678;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5266;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
22,7;MANUAL;2019_10451169_10;43679;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;13001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
19,7;MANUAL;2019_10458118_9;43679;14;Pensiónnadenavejeznatiemposnaprivados;2;Reliquidacion;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
18,1;MANUAL;2019_10577001_10;43683;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
12,6;MANUAL;2019_10610343_10;43683;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
12,6;MANUAL;2019_10614975_10;43683;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
19,7;MANUAL;2019_10758536_10;43686;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;23162;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
20,08;MANUAL;2019_10816382_10;43689;10;Pensiónnadenasobrevivientes;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;12;BeneficiarionaTiemposnaPrivadosnaCónyugenaonaCompañeranaPermanente;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
15,3;MANUAL;2019_10909497_10;43690;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76001;6;Apoderado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
15,9;MANUAL;2019_10923003_9;43690;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5088;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
14,5;MANUAL;2019_11068918_10;43693;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
16,7;MANUAL;2019_11068966_9;43693;14;Pensiónnadenavejeznatiemposnaprivados;2;Reliquidacion;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
15,1;MANUAL;2019_11100492_9;43693;14;Pensiónnadenavejeznatiemposnaprivados;2;Reliquidacion;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
22;MANUAL;2019_11109377_10;43693;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;52001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
13,9;MANUAL;2019_11168141_9;43697;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
13,9;MANUAL;2019_11388847_9;43700;12;Pensiónnadenavejeznacompartida;2;Reliquidacion;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76001;4;AfiliadonatiemposnapúblicosnaCotizadosnaanaColpensiones;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
17,4;MANUAL;2019_11425876_10;43703;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;66170;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
10,6;MANUAL;2019_11526181_9;43704;12;Pensiónnadenavejeznacompartida;2;Reliquidacion;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;66170;7;Apoderadonaafiliadonatiemposnaprivados;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
13,9;MANUAL;2019_11653676_9;43706;12;Pensiónnadenavejeznacompartida;2;Reliquidacion;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;66001;3;Afiliadonatiemposnaprivados;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
19,4;MANUAL;2019_11803489_10;43711;10;Pensiónnadenasobrevivientes;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76001;12;BeneficiarionaTiemposnaPrivadosnaCónyugenaonaCompañeranaPermanente;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
20,1;MANUAL;2019_11824124_10;43711;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76001;6;Apoderado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
16;MANUAL;2019_11843240_10;43711;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
12,5;MANUAL;2019_11990545_10;43713;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
17,1;MANUAL;2019_12036307_10;43714;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;20001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
18;MANUAL;2019_12039837_10;43714;10;Pensiónnadenasobrevivientes;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76001;12;BeneficiarionaTiemposnaPrivadosnaCónyugenaonaCompañeranaPermanente;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
22,4;MANUAL;2019_12152322_10;43718;10;Pensiónnadenasobrevivientes;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76001;12;BeneficiarionaTiemposnaPrivadosnaCónyugenaonaCompañeranaPermanente;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
13,8;MANUAL;2019_12228401_9;43719;12;Pensiónnadenavejeznacompartida;2;Reliquidacion;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;3;Afiliadonatiemposnaprivados;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
11;MANUAL;2019_1225337_10;43494;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;73001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
12,4;MANUAL;2019_12264569_10;43719;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;68001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
5,3;MANUAL;2019_12313281_10;43720;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;13001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
10;MANUAL;2019_12352147_10;43720;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5088;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
21,7;MANUAL;2019_12452979_9;43724;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
18,3;MANUAL;2019_12467586_9;43724;10;Pensiónnadenasobrevivientes;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;17380;12;BeneficiarionaTiemposnaPrivadosnaCónyugenaonaCompañeranaPermanente;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
7;MANUAL;2019_12492519_9;43724;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
15,7;MANUAL;2019_12499351_10;43724;10;Pensiónnadenasobrevivientes;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5360;12;BeneficiarionaTiemposnaPrivadosnaCónyugenaonaCompañeranaPermanente;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
15;MANUAL;2019_12532787_10;43725;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
20,9;MANUAL;2019_12574049_9;43725;12;Pensiónnadenavejeznacompartida;2;Reliquidacion;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;50001;3;Afiliadonatiemposnaprivados;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
10;MANUAL;2019_12613504_10;43726;10;Pensiónnadenasobrevivientes;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;12;BeneficiarionaTiemposnaPrivadosnaCónyugenaonaCompañeranaPermanente;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
14,1;MANUAL;2019_12721455_9;43727;10;Pensiónnadenasobrevivientes;2;Reliquidacion;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;52001;15;BeneficiarionaTiemposnaPrivadosnaHijosnaMenores;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
23,6;MANUAL;2019_12728472_9;43728;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;19698;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
22,5;MANUAL;2019_129238_10;43469;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;19807;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
7;MANUAL;2019_13085092_10;43735;10;Pensiónnadenasobrevivientes;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76001;12;BeneficiarionaTiemposnaPrivadosnaCónyugenaonaCompañeranaPermanente;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
23,4;MANUAL;2019_13180471_6;43783;25;RecursonaPensiónnadenaVejez;2;Reliquidacion;2;AclaratorianaGNR;0;1;Cédulanadenaciudadanía;76001;1;Afiliado;1;DianaanaDia;2;Módulonadenaradicación;65;PUNTOnaDEnaATENCIÓNnaLOSnaCALI
19,8;MANUAL;2019_13317278_9;43740;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76248;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
16,6;MANUAL;2019_13350443_9;43741;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
13,1;MANUAL;2019_13450140_10;43742;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;13001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
10,2;MANUAL;2019_13638376_10;43746;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5001;6;Apoderado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
5;MANUAL;2019_13737724_10;43748;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76001;6;Apoderado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
18,4;MANUAL;2019_13761032_10;43748;10;Pensiónnadenasobrevivientes;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;47189;12;BeneficiarionaTiemposnaPrivadosnaCónyugenaonaCompañeranaPermanente;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
13,3;MANUAL;2019_13770447_10;43748;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;15238;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
16,5;MANUAL;2019_13923466_10;43753;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5088;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
6;MANUAL;2019_13932349_9;43753;10;Pensiónnadenasobrevivientes;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;66001;12;BeneficiarionaTiemposnaPrivadosnaCónyugenaonaCompañeranaPermanente;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
11;MANUAL;2019_14053188_9;43755;14;Pensiónnadenavejeznatiemposnaprivados;2;Reliquidacion;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;25126;18;Terceronaautorizado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
20,6;MANUAL;2019_14248024_10;43760;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
15,1;MANUAL;2019_14325591_9;43761;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;47245;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
22,9;MANUAL;2019_14385254_9;43762;14;Pensiónnadenavejeznatiemposnaprivados;2;Reliquidacion;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;76001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
17,9;MANUAL;2019_1442355_10;43500;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5266;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
19,4;MANUAL;2019_14436833_9;43763;14;Pensiónnadenavejeznatiemposnaprivados;2;Reliquidacion;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
12;MANUAL;2019_14460579_9;43763;14;Pensiónnadenavejeznatiemposnaprivados;2;Reliquidacion;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
20,1;MANUAL;2019_14546676_10;43766;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;5001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
21,7;MANUAL;2019_1457371_10;43500;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;11001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
20,1;MANUAL;2019_14578898_9;43767;14;Pensiónnadenavejeznatiemposnaprivados;2;Reliquidacion;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;66001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
12,3;MANUAL;2019_14600918_10;43767;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;8001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
6;MANUAL;2019_14611285_9;43767;14;Pensiónnadenavejeznatiemposnaprivados;2;Reliquidacion;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;41001;1;Afiliado;3;RadicacionnaManual;4;RadicaciónnaManualnaReconocimiento;1;DIRECCIONnaGENERAL
